room,trial,A,B,C
room822,0,yogen,murabito,murabito
room822,1,murabito,yogen,jinro
room822,2,murabito,murabito,murabito
room822,3,murabito,yogen,murabito
room822,4,murabito,jinro,murabito
room823,0,murabito,yogen,murabito
room823,1,murabito,murabito,jinro
room823,2,yogen,murabito,murabito
room823,3,jinro,yogen,murabito
room823,4,murabito,murabito,yogen
room824,0,murabito,murabito,murabito
room824,1,murabito,murabito,jinro
room824,2,yogen,murabito,murabito
room824,3,murabito,murabito,murabito
room824,4,murabito,murabito,jinro
room825,0,murabito,jinro,murabito
room825,1,murabito,murabito,murabito
room825,2,murabito,murabito,murabito
room825,3,jinro,yogen,murabito
room825,4,murabito,murabito,jinro
room826,0,murabito,murabito,jinro
room826,1,murabito,jinro,murabito
room826,2,murabito,murabito,jinro
room826,3,jinro,murabito,murabito
room826,4,yogen,murabito,murabito
room827,0,murabito,murabito,jinro
room827,1,murabito,jinro,yogen
room827,2,murabito,yogen,jinro
room827,3,murabito,murabito,jinro
room827,4,murabito,murabito,yogen
room828,0,murabito,murabito,murabito
room828,1,jinro,murabito,murabito
room828,2,jinro,murabito,yogen
room828,3,yogen,jinro,murabito
room828,4,murabito,jinro,murabito
room829,0,murabito,murabito,murabito
room829,1,jinro,yogen,murabito
room829,2,jinro,murabito,yogen
room829,3,murabito,jinro,murabito
room829,4,murabito,jinro,murabito
room830,0,murabito,murabito,murabito
room830,1,jinro,murabito,yogen
room830,2,jinro,murabito,murabito
room830,3,murabito,murabito,murabito
room830,4,murabito,yogen,jinro
room831,0,murabito,jinro,murabito
room831,1,murabito,murabito,jinro
room831,2,murabito,murabito,murabito
room831,3,murabito,murabito,murabito
room831,4,yogen,murabito,jinro
room832,0,yogen,murabito,murabito
room832,1,jinro,murabito,yogen
room832,2,murabito,yogen,murabito
room832,3,jinro,murabito,murabito
room832,4,murabito,murabito,murabito
room833,0,murabito,murabito,murabito
room833,1,yogen,murabito,murabito
room833,2,jinro,murabito,murabito
room833,3,murabito,murabito,jinro
room833,4,murabito,yogen,jinro
room834,0,murabito,murabito,murabito
room834,1,murabito,murabito,yogen
room834,2,murabito,murabito,murabito
room834,3,yogen,murabito,murabito
room834,4,murabito,murabito,jinro
room835,0,murabito,murabito,jinro
room835,1,murabito,yogen,murabito
room835,2,yogen,murabito,murabito
room835,3,jinro,murabito,yogen
room835,4,murabito,murabito,yogen
room836,0,murabito,jinro,murabito
room836,1,murabito,murabito,murabito
room836,2,murabito,murabito,murabito
room836,3,murabito,murabito,murabito
room836,4,jinro,yogen,murabito
room837,0,jinro,murabito,murabito
room837,1,murabito,yogen,jinro
room837,2,murabito,murabito,jinro
room837,3,murabito,yogen,murabito
room837,4,jinro,murabito,murabito
room838,0,murabito,murabito,murabito
room838,1,murabito,murabito,jinro
room838,2,jinro,murabito,murabito
room838,3,murabito,jinro,murabito
room838,4,murabito,murabito,murabito
room839,0,murabito,jinro,murabito
room839,1,murabito,murabito,jinro
room839,2,jinro,murabito,murabito
room839,3,murabito,murabito,murabito
room839,4,jinro,murabito,murabito
room840,0,yogen,murabito,jinro
room840,1,murabito,murabito,murabito
room840,2,murabito,murabito,jinro
room840,3,yogen,murabito,murabito
room840,4,jinro,murabito,murabito
room841,0,murabito,murabito,yogen
room841,1,murabito,yogen,murabito
room841,2,murabito,jinro,murabito
room841,3,jinro,murabito,yogen
room841,4,murabito,murabito,jinro
room842,0,murabito,murabito,murabito
room842,1,murabito,murabito,murabito
room842,2,murabito,yogen,jinro
room842,3,jinro,murabito,murabito
room842,4,murabito,murabito,jinro
room843,0,murabito,murabito,jinro
room843,1,murabito,murabito,murabito
room843,2,murabito,murabito,jinro
room843,3,murabito,yogen,jinro
room843,4,murabito,yogen,murabito
room844,0,jinro,murabito,murabito
room844,1,murabito,murabito,murabito
room844,2,murabito,murabito,murabito
room844,3,murabito,murabito,jinro
room844,4,murabito,murabito,murabito
room845,0,murabito,murabito,murabito
room845,1,murabito,murabito,murabito
room845,2,murabito,murabito,jinro
room845,3,murabito,yogen,murabito
room845,4,murabito,murabito,jinro
room846,0,yogen,murabito,jinro
room846,1,murabito,murabito,murabito
room846,2,murabito,murabito,murabito
room846,3,murabito,murabito,jinro
room846,4,murabito,jinro,murabito
room847,0,murabito,murabito,murabito
room847,1,murabito,murabito,jinro
room847,2,jinro,murabito,murabito
room847,3,murabito,yogen,murabito
room847,4,murabito,murabito,jinro
room848,0,murabito,murabito,murabito
room848,1,murabito,jinro,murabito
room848,2,jinro,murabito,murabito
room848,3,yogen,murabito,murabito
room848,4,murabito,murabito,yogen
room849,0,yogen,murabito,murabito
room849,1,jinro,murabito,yogen
room849,2,yogen,murabito,murabito
room849,3,murabito,jinro,yogen
room849,4,murabito,murabito,jinro
room850,0,murabito,murabito,murabito
room850,1,murabito,murabito,yogen
room850,2,murabito,murabito,yogen
room850,3,murabito,yogen,murabito
room850,4,yogen,jinro,murabito
room851,0,murabito,yogen,murabito
room851,1,murabito,murabito,jinro
room851,2,murabito,murabito,murabito
room851,3,yogen,jinro,murabito
room851,4,murabito,yogen,murabito
room852,0,murabito,murabito,murabito
room852,1,jinro,murabito,murabito
room852,2,murabito,jinro,murabito
room852,3,murabito,yogen,murabito
room852,4,jinro,murabito,murabito
room853,0,murabito,murabito,jinro
room853,1,murabito,murabito,jinro
room853,2,murabito,jinro,murabito
room853,3,yogen,murabito,murabito
room853,4,murabito,murabito,murabito
room854,0,murabito,murabito,murabito
room854,1,murabito,jinro,murabito
room854,2,yogen,murabito,murabito
room854,3,murabito,yogen,murabito
room854,4,jinro,murabito,murabito
room855,0,murabito,murabito,yogen
room855,1,murabito,murabito,murabito
room855,2,yogen,jinro,murabito
room855,3,murabito,murabito,murabito
room855,4,yogen,murabito,murabito
room856,0,yogen,jinro,murabito
room856,1,murabito,murabito,murabito
room856,2,murabito,murabito,murabito
room856,3,jinro,murabito,murabito
room856,4,yogen,jinro,murabito
room857,0,jinro,murabito,yogen
room857,1,murabito,murabito,jinro
room857,2,yogen,murabito,murabito
room857,3,murabito,jinro,murabito
room857,4,murabito,yogen,jinro
room858,0,murabito,murabito,murabito
room858,1,jinro,murabito,murabito
room858,2,murabito,murabito,jinro
room858,3,murabito,murabito,yogen
room858,4,murabito,jinro,yogen
room859,0,murabito,murabito,yogen
room859,1,yogen,murabito,murabito
room859,2,jinro,murabito,murabito
room859,3,murabito,jinro,murabito
room859,4,murabito,yogen,murabito
room860,0,jinro,murabito,yogen
room860,1,murabito,yogen,jinro
room860,2,yogen,murabito,murabito
room860,3,murabito,jinro,yogen
room860,4,jinro,yogen,murabito
room861,0,yogen,murabito,jinro
room861,1,murabito,murabito,murabito
room861,2,murabito,murabito,murabito
room861,3,yogen,murabito,murabito
room861,4,murabito,jinro,murabito
room862,0,jinro,murabito,yogen
room862,1,jinro,yogen,murabito
room862,2,jinro,murabito,murabito
room862,3,murabito,yogen,jinro
room862,4,murabito,murabito,murabito
room863,0,murabito,yogen,murabito
room863,1,murabito,murabito,jinro
room863,2,murabito,jinro,murabito
room863,3,jinro,murabito,yogen
room863,4,murabito,jinro,yogen
room864,0,yogen,murabito,jinro
room864,1,murabito,yogen,jinro
room864,2,murabito,murabito,jinro
room864,3,murabito,murabito,jinro
room864,4,murabito,yogen,jinro
room865,0,jinro,murabito,murabito
room865,1,murabito,jinro,murabito
room865,2,murabito,murabito,yogen
room865,3,murabito,murabito,jinro
room865,4,murabito,murabito,yogen
room866,0,yogen,murabito,jinro
room866,1,murabito,yogen,murabito
room866,2,murabito,murabito,jinro
room866,3,yogen,murabito,murabito
room866,4,murabito,murabito,yogen
room867,0,murabito,murabito,yogen
room867,1,yogen,jinro,murabito
room867,2,yogen,jinro,murabito
room867,3,jinro,murabito,murabito
room867,4,murabito,yogen,murabito
room868,0,murabito,murabito,murabito
room868,1,yogen,murabito,murabito
room868,2,murabito,murabito,murabito
room868,3,yogen,murabito,murabito
room868,4,yogen,jinro,murabito
room869,0,jinro,murabito,murabito
room869,1,yogen,murabito,jinro
room869,2,murabito,murabito,murabito
room869,3,murabito,jinro,yogen
room869,4,yogen,jinro,murabito
room870,0,yogen,murabito,jinro
room870,1,murabito,yogen,murabito
room870,2,jinro,murabito,yogen
room870,3,murabito,murabito,murabito
room870,4,jinro,yogen,murabito
room871,0,jinro,murabito,yogen
room871,1,murabito,murabito,murabito
room871,2,yogen,murabito,jinro
room871,3,murabito,murabito,jinro
room871,4,murabito,yogen,jinro
room872,0,murabito,murabito,yogen
room872,1,murabito,yogen,jinro
room872,2,yogen,murabito,jinro
room872,3,jinro,yogen,murabito
room872,4,murabito,jinro,murabito
room873,0,murabito,jinro,murabito
room873,1,murabito,murabito,murabito
room873,2,murabito,murabito,yogen
room873,3,murabito,murabito,murabito
room873,4,murabito,murabito,yogen
room874,0,jinro,murabito,murabito
room874,1,murabito,murabito,jinro
room874,2,murabito,yogen,murabito
room874,3,murabito,murabito,yogen
room874,4,murabito,jinro,murabito
room875,0,murabito,murabito,murabito
room875,1,jinro,murabito,yogen
room875,2,murabito,jinro,murabito
room875,3,yogen,murabito,murabito
room875,4,jinro,murabito,murabito
room876,0,murabito,murabito,jinro
room876,1,murabito,yogen,jinro
room876,2,murabito,yogen,jinro
room876,3,yogen,murabito,jinro
room876,4,murabito,murabito,yogen
room877,0,murabito,murabito,jinro
room877,1,yogen,murabito,murabito
room877,2,murabito,murabito,murabito
room877,3,jinro,murabito,murabito
room877,4,murabito,murabito,murabito
room878,0,murabito,murabito,murabito
room878,1,murabito,jinro,murabito
room878,2,murabito,murabito,murabito
room878,3,yogen,murabito,jinro
room878,4,murabito,murabito,murabito
room879,0,murabito,murabito,jinro
room879,1,murabito,murabito,murabito
room879,2,murabito,murabito,murabito
room879,3,murabito,jinro,yogen
room879,4,yogen,murabito,murabito
room880,0,murabito,murabito,murabito
room880,1,murabito,yogen,murabito
room880,2,murabito,murabito,yogen
room880,3,jinro,murabito,murabito
room880,4,murabito,murabito,murabito
room881,0,jinro,murabito,yogen
room881,1,murabito,murabito,murabito
room881,2,murabito,murabito,murabito
room881,3,murabito,murabito,murabito
room881,4,murabito,murabito,murabito
room882,0,jinro,murabito,murabito
room882,1,murabito,murabito,murabito
room882,2,murabito,murabito,murabito
room882,3,jinro,yogen,murabito
room882,4,yogen,jinro,murabito
room883,0,yogen,murabito,murabito
room883,1,murabito,murabito,jinro
room883,2,jinro,yogen,murabito
room883,3,murabito,murabito,jinro
room883,4,murabito,yogen,jinro
room884,0,jinro,murabito,murabito
room884,1,yogen,jinro,murabito
room884,2,murabito,jinro,yogen
room884,3,murabito,jinro,murabito
room884,4,murabito,jinro,murabito
room885,0,murabito,murabito,yogen
room885,1,murabito,jinro,yogen
room885,2,murabito,murabito,jinro
room885,3,murabito,jinro,murabito
room885,4,murabito,yogen,murabito
room886,0,murabito,murabito,murabito
room886,1,murabito,jinro,yogen
room886,2,murabito,murabito,murabito
room886,3,murabito,jinro,murabito
room886,4,murabito,murabito,murabito
room887,0,murabito,murabito,murabito
room887,1,yogen,jinro,murabito
room887,2,yogen,murabito,jinro
room887,3,jinro,murabito,murabito
room887,4,yogen,murabito,murabito
room888,0,murabito,yogen,murabito
room888,1,jinro,murabito,murabito
room888,2,jinro,murabito,yogen
room888,3,jinro,murabito,yogen
room888,4,murabito,murabito,murabito
room889,0,murabito,murabito,yogen
room889,1,murabito,yogen,murabito
room889,2,murabito,jinro,murabito
room889,3,murabito,yogen,jinro
room889,4,yogen,jinro,murabito
room890,0,yogen,murabito,jinro
room890,1,murabito,yogen,murabito
room890,2,murabito,yogen,jinro
room890,3,murabito,murabito,murabito
room890,4,murabito,murabito,murabito
room891,0,murabito,murabito,jinro
room891,1,murabito,murabito,jinro
room891,2,murabito,yogen,jinro
room891,3,murabito,murabito,murabito
room891,4,jinro,murabito,murabito
room892,0,yogen,murabito,murabito
room892,1,yogen,murabito,murabito
room892,2,murabito,murabito,jinro
room892,3,jinro,yogen,murabito
room892,4,murabito,yogen,murabito
room893,0,yogen,murabito,murabito
room893,1,murabito,murabito,murabito
room893,2,jinro,yogen,murabito
room893,3,murabito,murabito,murabito
room893,4,murabito,yogen,jinro
room894,0,murabito,yogen,murabito
room894,1,murabito,murabito,murabito
room894,2,jinro,murabito,yogen
room894,3,jinro,murabito,yogen
room894,4,murabito,yogen,murabito
room895,0,jinro,murabito,murabito
room895,1,jinro,yogen,murabito
room895,2,jinro,murabito,murabito
room895,3,jinro,murabito,murabito
room895,4,murabito,murabito,yogen
room896,0,murabito,jinro,murabito
room896,1,murabito,jinro,murabito
room896,2,jinro,yogen,murabito
room896,3,murabito,jinro,murabito
room896,4,jinro,murabito,yogen
room897,0,murabito,yogen,jinro
room897,1,murabito,murabito,murabito
room897,2,jinro,yogen,murabito
room897,3,murabito,murabito,murabito
room897,4,murabito,yogen,murabito
room898,0,murabito,yogen,jinro
room898,1,murabito,murabito,jinro
room898,2,murabito,murabito,murabito
room898,3,yogen,murabito,jinro
room898,4,yogen,murabito,jinro
room899,0,jinro,murabito,murabito
room899,1,yogen,murabito,jinro
room899,2,yogen,murabito,jinro
room899,3,yogen,murabito,jinro
room899,4,yogen,murabito,murabito
room900,0,yogen,jinro,murabito
room900,1,murabito,murabito,jinro
room900,2,yogen,murabito,murabito
room900,3,murabito,murabito,murabito
room900,4,murabito,murabito,jinro
room901,0,murabito,murabito,yogen
room901,1,jinro,murabito,murabito
room901,2,murabito,murabito,jinro
room901,3,murabito,murabito,murabito
room901,4,yogen,jinro,murabito
room902,0,murabito,murabito,murabito
room902,1,murabito,jinro,yogen
room902,2,murabito,jinro,yogen
room902,3,murabito,jinro,murabito
room902,4,murabito,murabito,jinro
room903,0,jinro,murabito,murabito
room903,1,murabito,murabito,murabito
room903,2,murabito,yogen,murabito
room903,3,yogen,murabito,murabito
room903,4,murabito,murabito,jinro
room904,0,jinro,murabito,yogen
room904,1,yogen,jinro,murabito
room904,2,jinro,murabito,murabito
room904,3,jinro,murabito,yogen
room904,4,murabito,murabito,murabito
room905,0,murabito,murabito,murabito
room905,1,yogen,murabito,murabito
room905,2,murabito,yogen,jinro
room905,3,murabito,yogen,murabito
room905,4,yogen,murabito,murabito
room906,0,jinro,murabito,murabito
room906,1,murabito,murabito,murabito
room906,2,murabito,yogen,murabito
room906,3,murabito,jinro,murabito
room906,4,murabito,yogen,murabito
room907,0,murabito,murabito,yogen
room907,1,murabito,murabito,murabito
room907,2,murabito,yogen,murabito
room907,3,yogen,jinro,murabito
room907,4,jinro,murabito,murabito
room908,0,yogen,murabito,murabito
room908,1,murabito,yogen,jinro
room908,2,jinro,yogen,murabito
room908,3,yogen,jinro,murabito
room908,4,murabito,jinro,yogen
room909,0,murabito,yogen,jinro
room909,1,jinro,murabito,murabito
room909,2,jinro,murabito,yogen
room909,3,jinro,murabito,murabito
room909,4,yogen,murabito,jinro
room910,0,murabito,jinro,murabito
room910,1,murabito,murabito,murabito
room910,2,murabito,yogen,jinro
room910,3,murabito,murabito,murabito
room910,4,murabito,murabito,murabito
room911,0,murabito,murabito,murabito
room911,1,murabito,murabito,murabito
room911,2,murabito,jinro,murabito
room911,3,jinro,murabito,murabito
room911,4,yogen,murabito,murabito
room912,0,murabito,jinro,yogen
room912,1,murabito,jinro,murabito
room912,2,jinro,yogen,murabito
room912,3,yogen,murabito,murabito
room912,4,murabito,murabito,murabito
room913,0,yogen,murabito,jinro
room913,1,murabito,murabito,yogen
room913,2,murabito,murabito,murabito
room913,3,jinro,murabito,murabito
room913,4,murabito,murabito,murabito
room914,0,jinro,murabito,murabito
room914,1,murabito,murabito,yogen
room914,2,murabito,murabito,jinro
room914,3,murabito,yogen,murabito
room914,4,yogen,murabito,jinro
room915,0,murabito,murabito,yogen
room915,1,yogen,murabito,murabito
room915,2,murabito,murabito,murabito
room915,3,murabito,murabito,jinro
room915,4,murabito,murabito,murabito
room916,0,murabito,murabito,murabito
room916,1,murabito,murabito,murabito
room916,2,jinro,yogen,murabito
room916,3,murabito,murabito,murabito
room916,4,murabito,jinro,murabito
room917,0,murabito,murabito,murabito
room917,1,yogen,murabito,jinro
room917,2,murabito,murabito,jinro
room917,3,yogen,murabito,murabito
room917,4,yogen,jinro,murabito
room918,0,murabito,murabito,yogen
room918,1,murabito,murabito,murabito
room918,2,murabito,murabito,murabito
room918,3,jinro,murabito,yogen
room918,4,murabito,jinro,yogen
room919,0,murabito,murabito,jinro
room919,1,murabito,jinro,murabito
room919,2,murabito,murabito,murabito
room919,3,jinro,murabito,murabito
room919,4,yogen,murabito,murabito
room920,0,murabito,jinro,yogen
room920,1,jinro,murabito,murabito
room920,2,murabito,jinro,murabito
room920,3,yogen,jinro,murabito
room920,4,murabito,jinro,murabito
room921,0,murabito,murabito,murabito
room921,1,murabito,murabito,murabito
room921,2,murabito,murabito,murabito
room921,3,murabito,murabito,murabito
room921,4,murabito,yogen,jinro
room922,0,yogen,murabito,murabito
room922,1,murabito,murabito,murabito
room922,2,yogen,jinro,murabito
room922,3,yogen,jinro,murabito
room922,4,murabito,murabito,murabito
room923,0,yogen,murabito,jinro
room923,1,yogen,murabito,jinro
room923,2,murabito,murabito,murabito
room923,3,yogen,murabito,jinro
room923,4,murabito,murabito,murabito
room924,0,murabito,jinro,yogen
room924,1,murabito,yogen,jinro
room924,2,murabito,murabito,jinro
room924,3,murabito,jinro,murabito
room924,4,murabito,yogen,murabito
room925,0,murabito,yogen,jinro
room925,1,murabito,jinro,yogen
room925,2,murabito,yogen,jinro
room925,3,yogen,murabito,jinro
room925,4,yogen,murabito,jinro
room926,0,yogen,murabito,murabito
room926,1,murabito,murabito,murabito
room926,2,murabito,murabito,jinro
room926,3,jinro,murabito,yogen
room926,4,murabito,murabito,murabito
room927,0,jinro,murabito,yogen
room927,1,murabito,murabito,jinro
room927,2,jinro,murabito,yogen
room927,3,murabito,murabito,yogen
room927,4,yogen,murabito,murabito
room928,0,yogen,murabito,murabito
room928,1,yogen,jinro,murabito
room928,2,yogen,murabito,murabito
room928,3,murabito,jinro,murabito
room928,4,yogen,jinro,murabito
room929,0,yogen,murabito,murabito
room929,1,jinro,murabito,yogen
room929,2,jinro,murabito,murabito
room929,3,jinro,yogen,murabito
room929,4,murabito,murabito,murabito
room930,0,jinro,murabito,murabito
room930,1,murabito,jinro,yogen
room930,2,murabito,yogen,jinro
room930,3,murabito,yogen,jinro
room930,4,murabito,yogen,murabito
room931,0,jinro,yogen,murabito
room931,1,yogen,murabito,jinro
room931,2,murabito,murabito,jinro
room931,3,murabito,jinro,yogen
room931,4,murabito,yogen,murabito
room932,0,murabito,murabito,jinro
room932,1,murabito,murabito,murabito
room932,2,murabito,jinro,yogen
room932,3,murabito,murabito,murabito
room932,4,murabito,yogen,murabito
room933,0,murabito,murabito,yogen
room933,1,murabito,murabito,murabito
room933,2,jinro,murabito,yogen
room933,3,jinro,murabito,murabito
room933,4,jinro,murabito,murabito
room934,0,yogen,murabito,jinro
room934,1,murabito,yogen,murabito
room934,2,murabito,jinro,murabito
room934,3,murabito,murabito,jinro
room934,4,murabito,murabito,yogen
room935,0,jinro,murabito,murabito
room935,1,yogen,murabito,murabito
room935,2,murabito,murabito,yogen
room935,3,murabito,murabito,jinro
room935,4,murabito,murabito,jinro
room936,0,murabito,murabito,murabito
room936,1,murabito,murabito,jinro
room936,2,jinro,murabito,murabito
room936,3,jinro,murabito,murabito
room936,4,murabito,murabito,jinro
room937,0,murabito,murabito,yogen
room937,1,yogen,murabito,murabito
room937,2,murabito,yogen,murabito
room937,3,jinro,murabito,murabito
room937,4,murabito,murabito,jinro
room938,0,murabito,yogen,jinro
room938,1,murabito,murabito,murabito
room938,2,yogen,murabito,murabito
room938,3,murabito,yogen,jinro
room938,4,yogen,murabito,murabito
room939,0,murabito,murabito,murabito
room939,1,yogen,jinro,murabito
room939,2,murabito,murabito,jinro
room939,3,murabito,jinro,yogen
room939,4,jinro,murabito,murabito
room940,0,yogen,murabito,murabito
room940,1,jinro,murabito,yogen
room940,2,murabito,yogen,jinro
room940,3,yogen,murabito,jinro
room940,4,jinro,murabito,yogen
room941,0,murabito,murabito,yogen
room941,1,yogen,murabito,murabito
room941,2,murabito,yogen,murabito
room941,3,murabito,yogen,murabito
room941,4,jinro,yogen,murabito
room942,0,jinro,yogen,murabito
room942,1,yogen,murabito,murabito
room942,2,murabito,jinro,murabito
room942,3,jinro,yogen,murabito
room942,4,jinro,murabito,murabito
room943,0,murabito,yogen,murabito
room943,1,jinro,murabito,yogen
room943,2,jinro,murabito,murabito
room943,3,yogen,jinro,murabito
room943,4,murabito,murabito,murabito
room944,0,murabito,murabito,jinro
room944,1,murabito,murabito,yogen
room944,2,murabito,jinro,murabito
room944,3,jinro,murabito,murabito
room944,4,jinro,murabito,murabito
room945,0,jinro,yogen,murabito
room945,1,murabito,murabito,murabito
room945,2,yogen,murabito,murabito
room945,3,murabito,jinro,yogen
room945,4,murabito,murabito,yogen
room946,0,yogen,murabito,murabito
room946,1,murabito,murabito,jinro
room946,2,murabito,murabito,murabito
room946,3,murabito,yogen,murabito
room946,4,jinro,murabito,murabito
room947,0,murabito,murabito,murabito
room947,1,jinro,murabito,yogen
room947,2,yogen,murabito,murabito
room947,3,murabito,murabito,murabito
room947,4,yogen,murabito,murabito
room948,0,murabito,yogen,murabito
room948,1,yogen,jinro,murabito
room948,2,murabito,jinro,murabito
room948,3,murabito,jinro,murabito
room948,4,murabito,murabito,murabito
room949,0,jinro,murabito,murabito
room949,1,murabito,murabito,murabito
room949,2,murabito,murabito,jinro
room949,3,jinro,yogen,murabito
room949,4,murabito,murabito,murabito
room950,0,jinro,murabito,murabito
room950,1,jinro,yogen,murabito
room950,2,murabito,jinro,murabito
room950,3,murabito,jinro,murabito
room950,4,murabito,yogen,murabito
room951,0,yogen,jinro,murabito
room951,1,murabito,yogen,murabito
room951,2,yogen,murabito,jinro
room951,3,murabito,murabito,murabito
room951,4,jinro,murabito,yogen
room952,0,jinro,murabito,murabito
room952,1,murabito,jinro,murabito
room952,2,murabito,murabito,yogen
room952,3,yogen,murabito,jinro
room952,4,murabito,murabito,murabito
room953,0,murabito,murabito,yogen
room953,1,jinro,murabito,yogen
room953,2,yogen,murabito,jinro
room953,3,murabito,jinro,murabito
room953,4,murabito,murabito,murabito
room954,0,murabito,yogen,murabito
room954,1,murabito,murabito,murabito
room954,2,yogen,jinro,murabito
room954,3,murabito,murabito,yogen
room954,4,murabito,jinro,murabito
room955,0,murabito,murabito,murabito
room955,1,murabito,jinro,yogen
room955,2,yogen,murabito,murabito
room955,3,murabito,yogen,murabito
room955,4,murabito,murabito,jinro
room956,0,yogen,jinro,murabito
room956,1,yogen,murabito,jinro
room956,2,murabito,yogen,jinro
room956,3,jinro,murabito,murabito
room956,4,murabito,murabito,jinro
room957,0,jinro,murabito,yogen
room957,1,murabito,murabito,murabito
room957,2,murabito,murabito,murabito
room957,3,murabito,jinro,murabito
room957,4,murabito,murabito,yogen
room958,0,murabito,jinro,murabito
room958,1,murabito,murabito,yogen
room958,2,murabito,murabito,jinro
room958,3,murabito,yogen,murabito
room958,4,murabito,murabito,jinro
room959,0,murabito,murabito,jinro
room959,1,murabito,murabito,murabito
room959,2,murabito,murabito,yogen
room959,3,yogen,murabito,murabito
room959,4,murabito,murabito,murabito
room960,0,murabito,murabito,yogen
room960,1,murabito,murabito,yogen
room960,2,murabito,murabito,jinro
room960,3,murabito,jinro,yogen
room960,4,jinro,yogen,murabito
room961,0,murabito,jinro,yogen
room961,1,murabito,murabito,murabito
room961,2,murabito,murabito,jinro
room961,3,jinro,yogen,murabito
room961,4,murabito,murabito,jinro
room962,0,jinro,yogen,murabito
room962,1,murabito,murabito,murabito
room962,2,yogen,jinro,murabito
room962,3,murabito,jinro,yogen
room962,4,murabito,jinro,murabito
room963,0,murabito,jinro,murabito
room963,1,jinro,yogen,murabito
room963,2,murabito,murabito,jinro
room963,3,murabito,murabito,yogen
room963,4,murabito,murabito,murabito
room964,0,murabito,yogen,jinro
room964,1,murabito,murabito,murabito
room964,2,murabito,jinro,yogen
room964,3,jinro,murabito,murabito
room964,4,yogen,murabito,murabito
room965,0,jinro,murabito,murabito
room965,1,murabito,murabito,murabito
room965,2,murabito,murabito,murabito
room965,3,jinro,yogen,murabito
room965,4,jinro,yogen,murabito
room966,0,murabito,murabito,murabito
room966,1,murabito,murabito,murabito
room966,2,murabito,jinro,yogen
room966,3,murabito,murabito,jinro
room966,4,yogen,murabito,murabito
room967,0,murabito,murabito,murabito
room967,1,yogen,jinro,murabito
room967,2,murabito,jinro,yogen
room967,3,jinro,murabito,yogen
room967,4,murabito,jinro,yogen
room968,0,murabito,yogen,murabito
room968,1,yogen,murabito,murabito
room968,2,murabito,yogen,jinro
room968,3,jinro,murabito,yogen
room968,4,murabito,murabito,jinro
room969,0,murabito,yogen,jinro
room969,1,yogen,murabito,murabito
room969,2,murabito,jinro,yogen
room969,3,murabito,murabito,jinro
room969,4,murabito,murabito,jinro
room970,0,murabito,murabito,murabito
room970,1,jinro,murabito,murabito
room970,2,jinro,murabito,murabito
room970,3,murabito,murabito,murabito
room970,4,murabito,murabito,murabito
room971,0,murabito,jinro,murabito
room971,1,murabito,murabito,murabito
room971,2,yogen,jinro,murabito
room971,3,murabito,jinro,murabito
room971,4,jinro,yogen,murabito
room972,0,yogen,jinro,murabito
room972,1,murabito,jinro,yogen
room972,2,yogen,murabito,jinro
room972,3,murabito,murabito,murabito
room972,4,murabito,murabito,jinro
room973,0,murabito,murabito,jinro
room973,1,murabito,yogen,murabito
room973,2,murabito,yogen,murabito
room973,3,murabito,murabito,murabito
room973,4,murabito,yogen,murabito
room974,0,jinro,yogen,murabito
room974,1,murabito,jinro,yogen
room974,2,jinro,murabito,murabito
room974,3,murabito,yogen,jinro
room974,4,murabito,murabito,murabito
room975,0,yogen,murabito,murabito
room975,1,yogen,murabito,murabito
room975,2,jinro,yogen,murabito
room975,3,jinro,yogen,murabito
room975,4,murabito,murabito,jinro
room976,0,jinro,yogen,murabito
room976,1,murabito,yogen,jinro
room976,2,yogen,murabito,murabito
room976,3,yogen,jinro,murabito
room976,4,murabito,murabito,murabito
room977,0,murabito,murabito,murabito
room977,1,murabito,jinro,murabito
room977,2,murabito,murabito,jinro
room977,3,murabito,yogen,jinro
room977,4,jinro,yogen,murabito
room978,0,murabito,jinro,yogen
room978,1,murabito,murabito,murabito
room978,2,murabito,murabito,yogen
room978,3,murabito,murabito,murabito
room978,4,murabito,yogen,murabito
room979,0,murabito,murabito,murabito
room979,1,murabito,murabito,jinro
room979,2,yogen,murabito,murabito
room979,3,murabito,murabito,yogen
room979,4,yogen,jinro,murabito
room980,0,murabito,murabito,murabito
room980,1,jinro,yogen,murabito
room980,2,yogen,murabito,murabito
room980,3,yogen,jinro,murabito
room980,4,yogen,murabito,murabito
room981,0,yogen,murabito,murabito
room981,1,yogen,murabito,murabito
room981,2,murabito,murabito,yogen
room981,3,murabito,jinro,murabito
room981,4,yogen,murabito,murabito
room982,0,murabito,murabito,murabito
room982,1,murabito,murabito,jinro
room982,2,murabito,jinro,yogen
room982,3,murabito,murabito,yogen
room982,4,murabito,murabito,murabito
room983,0,murabito,murabito,murabito
room983,1,murabito,jinro,yogen
room983,2,jinro,murabito,murabito
room983,3,murabito,murabito,murabito
room983,4,yogen,murabito,murabito
room984,0,murabito,yogen,jinro
room984,1,murabito,jinro,murabito
room984,2,murabito,murabito,yogen
room984,3,murabito,jinro,murabito
room984,4,murabito,murabito,jinro
room985,0,jinro,murabito,murabito
room985,1,murabito,murabito,jinro
room985,2,murabito,jinro,murabito
room985,3,jinro,yogen,murabito
room985,4,yogen,murabito,murabito
room986,0,murabito,murabito,murabito
room986,1,murabito,jinro,murabito
